nomor,nama_akun,tanggal_komentar,komentar
1321,@tiahtiah213,2023-09-17T04:47:05Z,"Hebat ipolisi bisa membasmi bandar2 narkoba, itu polisi hebat, saya doakan semaga klga nya d lindungi sama allah, asal jngan polisi matiin tukang bangunan itu mana  diam d kontrakan, maen hakim sendiri ajah, itu mah sembln polisi pasti kena azab, blm tentu tukang bangunan bersalah, lihat gembong, narkoba mah pada mewah, perut nya sagede2 gentong"
1322,@polazz882,2023-09-13T06:40:46Z,Itu aset yg ketauan aja
1323,@mazdafxforex9180,2023-09-13T01:46:29Z,Polisi Indonesia gak bisa bahasa inggris . Polisi tahailand juga... wkkk
1324,@syafiqdaffachannel5037,2023-09-13T14:17:25Z,Semoga amanah semua barang bukti....
1325,@jahmofficial9668,2023-09-17T08:35:31Z,Harusnya tembak mati sih
1326,@bayusaputra4462,2023-09-14T03:21:28Z,Yang jadi beking lagi ketar ketir
1327,@nifestriredmi3927,2023-09-13T06:49:14Z,Berbungkus bungkus uang nya...banyak sekaliiiiiii...
1328,@djumadinbinjamaludin3792,2023-09-13T00:11:47Z,Hukuman mati bagi bandar   narkoba adalah  &quot;Harga mati&quot; yang tidak bisa ditawar dan ekskusinya harus disegerakan.
1329,@dendayatia2965,2023-09-18T06:49:08Z,Semoga terbuka terang genderang spy betul2 bs dihukum mati spy jera
1330,@wilzasyahlewi5407,2023-09-15T16:32:57Z,"Tembak mati semua, engga usah pake proses hukum. Nyita waktu, tenaga dan biaya. Hasil sitaan serahkan ke negara."
1331,@arjunajanuardi1164,2023-09-17T12:47:44Z,Pencitraan😂😂😂Budi Budiman Bawak narkobanya pakai mobil berbintang lgs di eksekusi😂😂😂 agar aja Ngan ketahua😂😂😂
1332,@user-so7cf2tz4d,2023-09-14T06:17:59Z,BARANG BUKTINYA JANGAN DI CUBIT LO YAA... 😃😅😃😅😉😅😅😅😅😅 JADI TAWAS😅😅😤😤😤😤😅😅😅
1333,@adrianadri3691,2023-09-16T01:56:35Z,"Hukum mati para perusak generasi, sekarang anak SD pun sdh jadi kurir barang haram ini"
1334,@putriinrh493,2023-09-13T03:25:45Z,Alaa.. Meskipun  tertangkap pengedar sabu2  kalao sudah sidang di ke jagong  di suap  uwang  perkara di totop dengan  bebas semuanya  rakyat sudah gak percaya hukom.  Hukom  untok orang mesken  saja.
1335,@yatiiskandar3009,2023-09-17T15:17:25Z,Men do kapok!hukum mati
1336,@user-vf7mj3ur5m,2023-09-14T05:02:27Z,Mantav
1337,@lukmanluk3127,2023-09-13T13:42:08Z,DUITNYA DI APAKAN IA SEBANYAK ITU??
1338,@arieldhaniachmad5348,2023-09-17T11:36:37Z,Klo di jual Lmyan tuh..bisa ngurangin utang negara
1339,@tatangdanial5199,2023-09-15T23:22:04Z,"Bravo Polri, sikat habis para pelaku dan oknum polri yg terlibat, sekaligus sita seluruh asset yg dimiliki, trims Polri"
1340,@blekutaksontong3571,2023-09-13T10:56:57Z,Jatahnya kurang jadi di tangkap
1341,@lilisnugrahaningsih5342,2023-09-17T23:30:47Z,"Ngeriiiii...Astaghfirullohaladzim...gileeeeeee...iblis,syetan sudah merasuki otak2 manusia menjadi biadab...dajjal berwujud manusia bermunculan yg akan menghancurkan generasi bangsa kita..."
1342,@tendra9072,2023-09-12T23:53:08Z,Mantap pak pol<br>Jngan ksih kendor
1343,@ndotampuh9596,2023-09-14T11:26:08Z,Tedi minahasa mana oe...gak ada kabar
1344,@skc9077,2023-09-18T15:24:19Z,"tolong kepada petugas yg berwenang, berantas narkoba sampai ke akar2 nya, sekarang di kampung2 pun sudah terjajah oleh narkoba,"
1345,@slametbudi332,2023-09-13T08:52:30Z,"Se7 bandar narkoba dimiskinkan pak, termasuk para koruptor harus dimiskinkan pak, biar gak bisa sogok penegak hukum..."
1346,@muhammadvijasa2381,2023-09-12T22:22:09Z,OMG
1347,@AnwarAnwar-tj3cx,2023-09-13T02:41:14Z,MAS GANJAR MUNGKIN  MASIH  ADA FILM PORNO BARANGKALI   MASIH ADA TOLONG DONG  DI PUTAR  KAMI RAKYAT KECIL INGIN NONTON  BER SAMA SAMA MAS GANJAR  BARAGKALI SERU. KALAU NONTON SAMA MAS  GANJAR
1348,@dlwaruwu9701,2023-09-16T00:32:13Z,Mereka juga ga bakalan berani kalo tanpa bekingan
1349,@PerakBarokah-bo8jr,2023-09-19T00:22:24Z,Udah nyatakan china dan keturunanya biang perusak indonesia dengan narkoba
1350,@pilar_kenceng06,2023-09-12T22:08:51Z,"Barang sita,an di bakar di live biar tau rakyat..<br>Jangan di jual lagi????"
1351,@pardameanpanjaitan3158,2023-09-17T06:12:52Z,Ini baru hrs tembak mati .karena ini merusak moral hukum Indonesia..menggapa karena barang ini bisa menyuapseluru kepolisian.
1352,@Joni_ubur-ubur,2023-09-14T14:02:55Z,Pasti pelakunya punya pangkat
1353,@RizkyMaulana-vd5gk,2023-09-17T02:45:49Z,bisa lah langsung di hukum mati aja disiarkan langsung oleh tv
1354,@pulampas1328,2023-09-13T02:57:08Z,Luar biasa....
1355,@rjahee9446,2023-09-13T09:40:30Z,Lumayan Duit nya Masuk Ke Kantong Para Jendral 😊
1356,@gemigemi983,2023-09-13T02:12:19Z,Kasus bermula di tangkap kurir warga malaysia 2 orang lalu polis malaysia bekerjasama dgn indonesia dab thailand jaribgan internasional
1357,@AriAri-mh4tg,2023-09-14T10:29:59Z,"😂😂😂😂😂😂😂😂.....wauuuu......ada udang dibalik batu,"
1358,@yandisofyan9413,2023-09-13T08:24:40Z,modal.pilpres lumayan
1359,@abdulhasim7848,2023-09-18T15:18:54Z,"anjay duit nya gede, pasti nilep"
1360,@bgpstttt,2023-09-13T05:46:30Z,"beuh, inimah udah sekelas film film action, bukan jaringan biasa inimah"
1361,@ErvaSiswanto-of8vo,2023-09-16T08:25:06Z,"Keluar Sambo2 lainnya masih banyak lho?Kalau dibiarka akan meraja lela.Kupinta jangan dilindungi&amp;jangan dibela masalah hukumnya,&amp;dari pihak Pengadilan&amp;Mahkamah Agung jangan hukumnya dilaksanakan secara adil.Contohnya Fridi Sambo kog tdk jadi dihukum mati&amp;dibebaskan dari jeratan hukum.Ingat negara kita kan negara hukum?"
1362,@rajoduren9703,2023-09-16T13:11:43Z,Koruptor disita juga dong semuanya
1363,@OYXShort,2023-09-16T06:54:59Z,"10 wow, bukan kaleng-kaleng,seumpama 1T dibuat t4 club dugem,,  kmudian narkobanya diedar dit4 itu pula,,, cmiiw😊.. Auto Winstrek..."
1364,@atarmihimsirotolmustakim2055,2023-09-13T19:51:02Z,"Kekaya,an dari hasil barang harang yang merusak akal manusia.... Semoga pelakunya di hukum mati, agar jera buat yg lainnya..."
1365,@naufalarziki907,2023-09-17T03:33:03Z,"Salah apalah bangsa ini, semakin banyak para pemain narkoba berseragam yg menghancurkan negerinya sendiri, ada dendam apa sebenarnya..."
1366,@kadoendoen1062,2023-09-18T01:58:49Z,Bisnis narkoba sebesar itu tanpa bekingan orng besar ga mungkin bisa berjalan......  ga mungkiiiiin
1367,@rajut_emakupie,2023-09-13T00:25:29Z,Kebanyakan flexing makanya ketahuan
1368,@aridodo1153,2023-09-18T00:14:21Z,"YG SAYA HERAN 1 PUN TERSANGKA TIDAK ADA YG DI LAKBAN KAKAINYA,DAN TIDAK ADA KENANGAN LOBANG DIKAKI😂😂hiiiiheeeeehiii"
1369,@tqa-stayclassic5211,2023-09-13T05:01:19Z,Kalau ga dihukum mati sih kelewat aja ini. Narkoba udah merusak banyak keluarga
1370,@sandrosandro5688,2023-09-13T14:40:22Z,Hukum mati pelaku
1371,@mudahsilalahi5225,2023-09-19T00:05:34Z,Kalau ada Aparat yg beking. Kasus narkoba ini supaya di hukum gantung.
1372,@euisrohanah619,2023-09-15T16:29:39Z,D hukum mati jangn d hukum seumur hdup tr berolah lg sklian hukum mati byr pada jera smuanya yg meng edar dan memake Klo cmn d hukum seumur hdup Pati tr d penjara berbisni lg  Ama anak buah ya brtas Titan narkoba apa pun bhnya skat habis ype ke akar2 ya...
1373,@parwosiswoyo3087,2023-09-13T16:26:53Z,"Semoga barbuknya ga jd tawas kyak jendral yg kmrin di sidang, ga tau kasusnya dah smp mana, dilihat dr angka harusnya hukuman mati dn prosesnya hrus cepat, semakin lm proses hukum semakin tinggi nilai diskonya"
1374,@lutfilutfi2667,2023-09-21T12:13:23Z,Waduh duit kok bnyak bagget saya j pegang duit 10 juta j lom pernah wk wk
1375,@RohayaSitumorang-fq2vp,2023-09-13T01:00:45Z,Pertanyaan: dikemanakan uangnya? Lalu orangnya benar2 di hukumkah? Atau ads ini itu. Selama ini ada banyak ditangkap pengguna  narkoba dan kemudian ada ada tawar menawar lalu dilepas juga. Demikian sering terjadi.  Pesimis klo narkoba bisa lenyap dari negeri ini. Karena pejabat dan instansi dan orang2 penguasa  lainnya masih bisa disogok.
1376,@mojape77,2023-09-15T20:02:59Z,"Dunia udah bisa nebak gimana endingnya,,,Kasus KORUPSI NARKOBA  di Indonesia,,,Selama Undang Undang nya dan Hukumannya ga berubah ga akan ada habisnya...Hukum mati pak,,bukan dimiskinkan,,,ga malu tah sama Malaysia, Singapura, atau Brunai ...Gembong Narkoba ko dimiskinkan,,,!!!?? Masyarakat belum lupa kasus Jendral Polisi Teddy Minahasa..BarBuk yang bisa dijual lagi...bisa hancur Indonesia kalo begini terus."
1377,@jrd-8378,2023-09-19T06:49:14Z,Luar Biasa Bravo POLRI....<br>🫡👏👏👏👍🙏<br><br>Sikat terus Sampai Akar-akarnya Pak Polisi 👍
1378,@wedyandri9104,2023-09-13T09:48:22Z,Polri hebat 💪💪!!!<br>Akan jauh lebih hebat lagi jika bs meringkus Harun Masiku dkk....
1379,@ahmadsubandi202,2023-09-19T02:42:21Z,"Tmvak mati ,,banyak generasi rusak lihat negara lain yg maju ,,undang² buang yg sifatnya kasihan berani berbuat Bernai menerima resiko akibatnya,,omnibuslow penghianat bangsa"
1380,@zulkipli2368,2023-09-13T06:32:53Z,"Sangat cocok di exskusi mati,kalau tidak berarti hukum di negara kita bisa di katakan lemah tidak tegas kepada pelaku kejahatan seperti ini,karena ini lebih parah lagi dari koruptor"
1381,@efendyh7774,2023-09-13T02:11:41Z,"Selagi mafia masih permainkan hukum,barang haram masih bebas beredar, sangat sulit memberantas, karena polisi menangkap tapi di mainkan mafia di pengadilan, jadinya polisi kecewa dan ahirnya konco konco di lapangan dengan mafia, tetap tidak berhasil karena saling tidak percaya."
1382,@AbeySalim-ps4og,2023-09-17T00:05:44Z,😊
1383,@sulistiyanaspd1778,2023-09-13T05:40:10Z,"Salud kepada pihak kepolisian atas prestasi mengungkap dan menangkap jaringan narkoba internasional, semoga generasi muda harapan bangsa bisa terbebas dari barang haram ini sehingga diharapkan kedepan Indonesia bisa bersih dan terbenas dari narkoba"
1384,@jrd-8378,2023-09-19T06:51:22Z,Gaji dan Tunjangan POLRI wajib dinaikan.<br>Agar terhindar dari Sogok menyogok....<br><br>Polri sekarang memang sudah berubah.<br>memang luar biasa kinarja Polri.
1385,@ajiijoyja208,2023-09-13T12:28:05Z,"Semoga Aparat, Negara semakin serius &amp; tegas dlm memberantas narkoba. Termasuk dlm memberi hukuman kpd bandar &amp; pengedarnya."
1386,@yustiarisa3926,2023-09-13T01:33:43Z,Kasi hukum mati atau di gantung di tiang gantungan
1387,@user-gg1ij7od4q,2023-09-13T01:16:50Z,wajib hukum mati semua yg terlibat
1388,@andrir1594,2023-09-16T07:00:00Z,HUKUM MATI BIAR JELAS....JGN ADA ALASAN YG LAIN LAIN.. HUKUM MATI SEMUANYA..
1389,@purnomoadjie1538,2023-09-17T11:15:36Z,Terus barang buktinya nanti di kemanain ya?
1390,@MuhIshakMuhIshaq,2023-09-12T23:52:59Z,"👍👍👍Mantap Kapolri. Tangkap semua Pemasok, Pengedar jual beli Narkoba,,, dan kerjasama nya."
1391,@dlondochannel3833,2023-09-18T11:32:51Z,Cari bekingnya dong baru betul.
1392,@MatJais-ro3em,2023-09-16T22:28:54Z,Basmi terus pak polisi jg biarkan mereka yg menghancur generasi bsngsa ini brapo polisi harga mati
1393,@veronikalumbangaol7646,2023-09-13T01:19:24Z,Tolong pak polisi judi onlene juga hrs di musnakan juga
1394,@artgottic7717,2023-09-15T12:02:11Z,Ujujung2 publik Sudan tak mengikuti hal hukum tejadilah kolaborasi kerjasama Maksiat NKRI ini?<br>Makanya para pejabat rata2 hidupnya Hedon  tak peduli rusaknya Generasi NKRI <b>*</b>
1395,@kesyafa-yh5ye,2023-09-14T14:40:42Z,"saran buat bapak kapolri,, lebih baik punya tim kusus dan rahasia serta benar benar bisa dipercaya untuk melaksanakan hal hal yang menjadi tujuan bapak kapolri,, terutama untuk membersihkan oknum oknum anak buah bapak yang tidak bisa kerja, korup, bermain main dengan hukum, dan masih banyak lagi.. sebab kalau hanya perintah perintah dan ancaman saja tidak akan mempan.. dan kalau bisa selalu diadakan rotasi atau perpindahan keluar daerah untuk menghindari permasalahan tersebut.. biar tidak keenakan bertugas terus disatu tempat sampai pensiun.. masak atasan saja selalu berpindah pindah ke daerah lain, sedangkan anak buah malah menetap disatu tempat.. kan ini kebalik dan tidak adil"
1396,@sukarno8851,2023-09-15T06:25:50Z,😂😂😂😂  nayanya  kok  bayak  KAH  KAH
1397,@cybercrimekampung1669,2023-09-13T17:23:44Z,Masuk kantong sapa kira2 itu uang miliaran nantinnya?😅
1398,@armandmoeljadi9216,2023-09-19T05:22:50Z,Dasar melompok maling uang
1399,@user-ed4zw4ei6j,2023-09-17T17:38:45Z,Kurang cuan BOS nya wkww
1400,@user-dp6if6vh8x,2023-09-18T01:32:08Z,Bekingnya juga di tangkap lah
1401,@ditichan,2023-09-13T00:58:11Z,"Menurut gue biasa aja kali ! <br>Yg hebat itu , kalau kasus sudah besar begini pelaku dan otaknya DIHUKUM MATI ! Itu baru hebat 😅<br><br>di negeri konoha gini , SUDAH BIASA memunculkan kasus HEBOH supaya narasinya menyimpulkan POLRI HEBAT euyy  , JOKOWI HEBAT deh😀<br><br>Nyatanya paling si FREDDY ntar kayak SAMBO bakal bebas berkeliaran lagi .<br><br>Lihat aja si SAMBO sudah jelas2 vonis MATI … nyatanya sampai sekarang masih bebas hidup . <br>Jadi hukum di negeri ini ga ada yg  hebat selama pemimpinnya cuma  bisa  menjadi boneka  .<br><br>Gak Usah lah mencoba menarik simpatik rakyat seolah POLRI hebat JOKOWI HEBAT , selama pelaku dan otak pelaku Kasus kasus NARKOBA dan si SAMBO belum dieksekusi  MATI , maka selama itu pula kalian cuma sedang bersandiwara menarik simpati rakyat 😅😅<br>Apalagi ini jelang PILPRES , seolah kepemimpinan JOKOWI menuai prestasi terbesar dlm sejarah  😅"
1402,@owl5297,2023-09-17T06:57:14Z,"kok ane selalu berprasangka kalo peristiwa kek gini hanya bagian DRAMA politik, biasanya sih untuk pengalihan isu yg akan berlangsung 😅😅"
1403,@agungsetiadi2066,2023-09-13T04:19:02Z,"JOS GANDOS BUAT POLRI, HATAM TERUS PAK POL ! <br>PENINDAKAN SEPERTI POLRI INI HARUS DILAKUKAN JUGA OLEH KPK ! KORUPTOR HARUS DIMISKINKAN DAN PENERAPAN HUKUMAN MATI."
1404,@Hermawan1904,2023-09-15T11:02:27Z,Hukuman mati
1405,@iwanzhuang,2023-09-13T07:34:02Z,Korupsi jg terstruktur &amp; teratur pak 😅
1406,@boymawang5689,2023-09-17T01:30:48Z,"apakah ini konspirasi lagi , yg ketangkep sebagian kecilnya"
1407,@sandichannel8360,2023-09-16T06:36:29Z,Gini dong. Bandarnya yg perlu di tangkap. Bukan hnya pengedarnya
1408,@loviankaanjani9737,2023-09-13T01:39:40Z,hukum mati!
1409,@ojodumeh660,2023-09-18T08:19:25Z,"Biar jera bagi yg lain,,, hukuman mati diterapkan"
1410,@satriabaja1886,2023-09-13T00:33:46Z,Uangnya nanti dikemanakan ya... Apakah masuk ke kas Negara?...10 T itu bisa menambah biaya utk menlanjutkan pembangunan IKN lho!
1411,@musaspd3971,2023-09-13T06:30:33Z,"Berapa banyak BB Narkoba yg di tangkap kok yg disampaikan malah uang, tanah dan hotel"
1412,@tiwultuwu4153,2023-09-12T23:36:35Z,Semoga ketegasan hukum spt di Cina segera bisa di &quot; adopsi &quot; dan di renungkan demi kemajuan bangsa ini !!
1413,@user-qd3qt9jx7d,2023-09-13T11:26:21Z,Mantap! 👍 semoga gk ada diskon hukuman
1414,@Teh_YanTiCianjur2,2023-09-15T21:27:53Z,"Langsung aj pk polisi itu mereka di basmi dor,,dor.skrg emak&quot;aj Pd nekad jdi gembong demi gaya hidup"
1415,@herlanKoboy,2023-09-13T17:27:08Z,Bagus nih DI MISKINKAN. KORUPTOR JUGA DONG DIMISKINKAN
1416,@musaatmusaat3078,2023-09-13T05:28:25Z,Pelakunya di hukum mati berserta polisi yang ikut terlibat harus di hukum mati boss jangan cuma rakyat belaka yang di hukum mati boss
1417,@dwiwahyujatmiko8854,2023-09-16T22:33:11Z,Perusak GENDERASI anak bangsa harus di hukum mati langsung jangan polisi aja yg berantas narkoba intuisi lain harus iku berantas khususnya TNI AU AD AL biar gak pancet AE oknume iku iku AE pabrik di Indonesia sekarang ijinya satu dalamnya terdapat berbagai macam jenis kegiatan
1418,@dedyarsyam359,2023-09-13T02:28:36Z,Alhamdulilaah..tumpas sampai ke boss dan jaringannya.tanpa pandang bulu..transparan  terarah..siapapun terlibat tangkap dan hukum seberat2nya..jangan gembos di tengah jalan ..malu dg negara lain..nama baik negara berada di Polri..dan penegak hukum lain..semua rakyat dan internasional memantau.
1419,@aku123okay,2023-09-13T05:10:32Z,ini pasti ada yg main mata.. ndak munhkin ssmpai sebesar ini.. berati sistem deteksi dini tidak berfungsi
1420,@wijayawito1781,2023-09-19T17:28:25Z,"Kalau ud terbukti kasus narkoba 1ons Lbh di Malaysia dihukum mati,tp di Negeriku Indonesia tercinta gimana y....??🫢🙏🙏"
1421,@warungjasakampus2630,2023-09-13T02:10:40Z,ini mah udah sah semua nya di hukum mati <br>Udah bawa aja langsung ke nusa kambangan
1422,@mimingkuttu9231,2023-09-15T20:23:59Z,Semoga bukan cerita kosong.
1423,@YudaAryawan-sn3fi,2023-09-17T14:59:07Z,Barang bukti jangan di ganti tepung..kanci....
1424,@paulbuulolo5730,2023-09-15T22:36:31Z,"Herannya kenapa sampai sekarang sindikat Narkoba banyak di RI.<br>Kenapa tidak pernah berhenti??<br>Aparat dan Tuhanlah yg tau.<br>😅<br><br>Sana sini ditangkapin para pengedar, agen Narkoba.<br>Di dalam penjara krn agen bnyak uang dpt kamar VIP, bberapa bulan di Sel eh udh bebas.<br>Rahasia umum sih ini yg dikasih tau org yg pernah masuk sel lalu bebas😂😂"
1425,@iponkcebonk69,2023-09-16T11:36:59Z,Musnhakan. Hancurkan
1426,@sofaazizahazizah253,2023-09-13T00:16:36Z,"tenang aja gaes,semuanya bisa di bicarakan dimeja makan,pasti beres semua."
1427,@saefulelfalah195,2023-09-13T02:08:50Z,"Yg seperti merekalah yg ingin negeri ini selalu kacau. Di saat pemerintah  di buat sibuk dengan hujatan cacian makian berita hoax dan segala remeh temeh lainnya, mereka akan leluasa untuk berbisnis haram sperti itu"
1428,@sijon5583,2023-09-16T20:52:44Z,Kalo bgini gabakal virall 😂😴
1429,@zero51sukarno16,2023-09-15T21:58:06Z,Seharusnya Hukuman Mati itu.. Tapi sdh bukan rahasia umum kebanyakan jalankan bisnis masih bisa walau di bui..
1430,@okimuryono,2023-09-13T07:33:38Z,liat matanya tuh bandar narkoboy
1431,@user-mq6wk6uc2z,2023-09-16T01:52:36Z,Tembak mati byr ank muda GK trjrmus brang narkoba tu
1432,@alatuji3014,2023-09-12T22:46:31Z,Gak usah ada sidang sudah ada bukti yang valid.
1433,@dandachanel1986,2023-09-13T08:30:31Z,Tks kepolisian atas jasa pengungkapan narkoba yang merusak generasi bangsa ❤
1434,@garutruwet6909,2023-09-13T12:32:10Z,Hukum mati
1435,@jeffmanullang6659,2023-09-13T09:22:58Z,"begitu mudah nya dapat duit ya,,,,,gua dri pagi ampe malam smpe keringatan cuman dapat duit 100 ribu doang,,,,"
1436,@mimisusanti4248,2023-09-13T11:20:09Z,👏👏👏semangat pak 🎉🎉
1437,@mrsoto6822,2023-09-13T01:16:43Z,Nanti uang dan aset-aset nya dikemanain pak??
1438,@sopoiki1580,2023-09-15T03:33:07Z,Strategi jadul.percuma karo orangnya masih hidup pa😅
1439,@deniprastiyo5177,2023-09-14T14:09:28Z,Yg ke tangkap 10 ton yg lolos brpa ton ?
1440,@jajakadul4416,2023-09-13T01:07:28Z,Kayanya begitu mudah jaringan narkoba di Indonesia ini <br>Apa yg salah.....?????<br>Kaya nya bilan terbukti atau tertangkap tangan ....DI DOR SAJA<br>KARENA GAK ADA TAKUTNYA BILA HANYA DITANGKAP DAN DIHIKUM SAJA <br>DOR.... DOR SAJA..... OKE...!!!!!
1441,@makanmakan8117,2023-09-17T17:17:45Z,Tedi minahasa mana....
1442,@luskaproject4120,2023-09-13T02:05:15Z,kalau dibilang 10 trilyun itu artinya 100 trilyun aslinya
1443,@trfavor23,2023-09-13T08:14:03Z,"Bareskrim dan satuan polisi lainnya bisa dipercaya gak nih barang bukti dan aset 100% disita dimusnahkan diserahkan ke negara? Tolonglah jangan kasih kendor. Hukum mati mereka smua. Bayangkan konsumennya adalah anak cucumu dan kluargamu yg lain. So, hancurkan para pelakunya."
1444,@ravvi1288,2023-09-13T12:25:50Z,Baru saja terungkap ya 🤣🤣🤣
1445,@pelapakmainan5383,2023-09-12T22:34:17Z,Paling tawas dari trawas
1446,@user-bn6lc9yj4k,2023-09-12T23:40:42Z,Nah baru nih enak denger nya kalo kayang bede bede gedenya ke tengkep
1447,@brigadirz6058,2023-09-13T15:26:56Z,Harus naik pangkat smua itu Polisi yg berprestasi🙏❤
1448,@panjikindapraja,2023-09-16T04:13:37Z,Ganti pemaen....😂😂😂😂😂 Anda sudah terlalu banyak tahu aturan narkoba ....hehehehehe
1449,@flambouyanseries7352,2023-09-15T05:22:06Z,Hukum mati sampai ke akar akarnya .
1450,@tjansanakhuma5878,2023-09-12T23:55:31Z,apresiasi bravo polri
1451,@hwoind2939,2023-09-13T00:38:01Z,HUKUM MATI DENGAN DISIARKAN LANGSUNG
1452,@nurzaninurzani1882,2023-09-13T04:09:40Z,Harta sitaannya bs untuk bayar hutang dong
1453,@geminigrob659,2023-09-15T07:32:41Z,Jadi harta dan barang haram itu kemudian nau di gmn kan...
1454,@wirdimusowwir5297,2023-09-16T01:54:32Z,polisi yg berhasil mengungkap kasus narkoba sebesar in8 harusnya dikasih penghargaan dan kenaikan pangkat.. biar polisi2 lain jg terpicu buat buka kasus2 besar jg.. baru kali ino polisi buka kasus narkoba sebesar ini
1455,@jackdy2145,2023-09-13T16:36:37Z,Kok tumben sihhh
1456,@sayatktau,2023-09-17T06:50:34Z,Jgn gitu lah bang sisain dikit lah..gimana kami mau nyabu lagi kek gini cerita nya..harga makin mahal lah kayak gini😢😂😂😂
1457,@salimbacululimlim6054,2023-09-13T01:07:15Z,Tolong jendral.oknum polisi yg terlibat dalam kasus ini segera di buka..ke masyarakat
1458,@asokaakbar1857,2023-09-18T01:02:20Z,Hukuman mati yang pantas utk mereka
1459,@jermiastehubyuluw9805,2023-09-18T08:33:45Z,duit bnyak gt mau d bawa kmn.....
1460,@sardansaputro4162,2023-09-13T00:06:53Z,Jgn pakai lama. Lesung proses hukuman tembak di laksanakan. Bru ada Jera penerusnya.
1461,@animalkidstoys,2023-09-21T00:44:56Z,Alhamdulillah...<br>Info dana kenakalan cair bos 😂😅
1462,@suparyati6280,2023-09-12T22:11:03Z,"Mau tanya ni ! Apa fungsi bea cukai ??  Harus perlu di selidiki tu pelabuhan laut dan Kalau lewat bandara, kita bawa minyak kayu putih sebotol kecil saja ketahuan."
1463,@ahmadinejadbkn4197,2023-09-13T00:42:13Z,Ah kalian itu coba di kasih jatah pada mereka pasti aman kalian
1464,@anwarkadir,2023-09-13T05:32:54Z,BNN kemana aja ya ????????
1465,@user-ji1hz5pw5k,2023-09-16T23:52:59Z,Semoga polri serius lagi karena kaseriusan polri menentukan kemajuan negara Indonesia
1466,@jonsurbati7408,2023-09-15T23:33:19Z,Terima kasih tuk kepolisian yg telah  tulus tuk menjalin dan mengungkap peredaran narkoba🙏👍
1467,@user-zf5qw4pg8h,2023-09-13T07:22:20Z,salut kpd polri.semoga polri semakin gencar untuk memburu bandar2 narkoba.krna narkoba tlah meracuni g muda .dan bisa mempengarui perekonomian indonesia
1468,@user-nc7jl6tb1z,2023-09-28T17:50:40Z,"10,2 ton mah tumbal  itu, yg lolos 90 tonnya"
1469,@dahyothea9297,2023-09-17T00:30:49Z,Hukum mati semua biar ngurangi perusak anak bangsa
1470,@anasasror2878,2023-09-17T08:02:58Z,"Bravo jendral.  Jangan lupa juga kartel2 pinjol,judi online,investasi bodong,berantas semua karena meresahkan rakyat"
1471,@ryan_dharmawan16,2023-09-13T02:41:57Z,Kaco - kacang coklat 😂😂😂
1472,@woishenghe9543,2023-09-13T02:26:47Z,10.000 Miliar Waw waw. Waw... Fantastis.... Bravo Polri...❤❤❤❤❤❤❤
1473,@gautamawibowo8590,2023-09-13T05:43:56Z,"Nggak heran juga, dari yg sdh tertangkap aparat level jendral saja bisnisnya narkoba"
1474,@enungrohayati3379,2023-09-13T00:57:54Z,Ini pasti ada yg beking
1475,@nurhiii6851,2023-09-16T08:54:03Z,Ya Alloh hamba memohon apapun kejahatan yg merugikan negara semoga semuanya bs terungkap dan di hukum setimpal
1476,@WawanGunawan-dn9jn,2023-09-16T06:05:36Z,Saya mau tanyak sama pak polisi. Hasil rampasan NARKOBA. Yang besar&quot; kemana kok ngak pernah tau. Dimuskan ka atau kemana. Rakyat gak tau
1477,@shandyop8705,2023-09-16T01:30:01Z,Kaya..kaya 😂
1478,@tempebongkrek5318,2023-09-13T00:42:55Z,"Semoga para penegak hukum jaksa hakim polisi pengacara tidak mau terima suap, selamat  bertugas"
1479,@Pal8Pale,2023-09-13T00:43:03Z,"Indonesia warga total 300jt...<br>Harusnya dikulik ampe akar, potensi narkoba itu 380T..."
1480,@tolippriyadi458,2023-09-19T10:13:55Z,🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩<br> Awasi barang bukti ...
1481,@perdianperdi4763,2023-09-15T23:31:21Z,Semoga barang ny yg di tangkap di musnah kan y pak poliusi
1482,@TaribunsTV,2023-09-13T10:03:25Z,Woww jaringan narkoboyy internasional terbesar wah 10 triliun wooow
1483,@MangaraSihaloho-ug5zv,2023-09-13T01:34:28Z,Sebenarnya itu gampang untuk membrantas jika tidak ada oknum aparat negara yg terlibat.
1484,@maulanairfanpradana,2023-09-15T15:55:28Z,Intinya uang haram gak berkah
1485,@misriah-of1sr,2023-09-18T08:09:41Z,"Klo tugas polisi yg berhubungan dgn narkoba di tingkat bawa gak mbeling / sering minta tebusan uang utk tangkapannya , tentu kasus2 besar spti ini akan banyak terungkap , mau terungkap gimana wong tangkapannya di lepas setelah di tukar dgn sejumlah uang....<br>Polisi2 spti ini perusak citra POLRI"
1486,@user-tm1be4yr1x,2023-09-15T04:24:26Z,Jgn cuma narkoba yg di urus ...koruptor sama tuntas kan sita semua
1487,@mikey-pf4oy,2023-09-16T01:24:29Z,Wah jangan tersangka nya j lh.yg di perlihatkan bukti narkoba nya di bakar juga  lh.ap jangan jangan di ambil yg berseragam terus di jual lagi kpda kepercayaan nya ( pengibus) lalu di edarkan lagi habis itu yg beli di tangkap wah negara konoha keren😅😅😅
1488,@maccheese8379,2023-09-12T23:00:27Z,Hmm... Sampai sebesar ini.... Hmmmm
