nomor,nama_akun,tanggal_komentar,komentar,komentar_preprocessing
1310,Kanjeng Babe,2023-09-17T14:38:28Z,"Biyuh trs apa hukumannya kalau sdh sebesar itu, pengedar kecil aja kena hukuman berat, ini capai 10 Trilyun. Cuman disita uang dan asetnya biar ga bisa jualan lagi hukumannya pak ?. Duhhh....",biyuh trs hukum sudah peedar aja hukum berat capai trilyun cuman sita uang aset biar tidak jual hukum duhhh
1312,Green Hat,2023-09-13T07:06:58Z,Itu msh kecil jika dibandingkan dg bisnis judi online gurita genk2 Sambo😂😂😂😂😂<br>Ada yg berani gk usut gurita judi online Sambo😂😂😂,banding dg bisnis judi online gurita genk sambo berani tidak usut gurita judi online sambo
1317,Imam Wahyudi,2023-09-13T01:22:43Z,Narkoba gak bakalan hilang atau lenyap di NKRI tercinta ini klo para penegak hukumnya gak di tes urine semuanya tanpa terkecuali,narkoba gak hilang lenyap nkri cinta tegak hukum gak tes urine kecuali
1318,Romi Ismawan,2023-09-13T12:59:49Z,"Itu sampah gak usah di itung2 total lah,, mafia dn oknum2 harus di kebiri.hehehehehe<br>Apa di kirim ke korut.",sampah gak itung total mafia dan oknum kebiri heheheheheapa kirim korut
1328,Ajii Joyja,2023-09-13T12:28:05Z,"Semoga Aparat, Negara semakin serius &amp; tegas dlm memberantas narkoba. Termasuk dlm memberi hukuman kpd bandar &amp; pengedarnya.",moga aparat negara serius dalam berantas narkoba dalam hukum kpd bandar peedar
1334,paijo,2023-09-13T01:20:55Z,Kenapa yang di usut hanya jaringan narkoba yang dari sipil jaringan Sambo mana?....jaringan koruptor mana ?.....termasuk jaringan pemohon SIM mana ?.....,usut jaring narkoba sipil jaring sambo jaring koruptor jaring mohon sim
1343,Nano Sutresno,2023-09-18T06:43:21Z,"Bandar dan pengedar narkoba sebaiknya dihukum mati saja, perang secara sistematis, tidak usah menggunakan mesin perang canggih. Sadar apa tidak ya?",bandar peedar narkoba hukum mati perang sistematis mesin perang canggih sadar
1358,Hadi Soje,2023-09-19T12:44:11Z,Dari dulu Pelaku narkoba di tangkap tapi Barangnya di Amankan di simpan oknum polisi. Coba kalau ada barang bukti yang akan di musnakan di siarkan Langsung biar rakyat bisa lihat sekalian jadi saksi.,laku narkoba tangkap barang aman simpan oknum polisi coba barang bukti musnakan siar biar rakyat saksi
1359,Nasib Manik,2023-09-13T04:45:17Z,"Bongkar habis jaringan narkoba dan antek antek ilegal .....cara cara cina .....ttpu ,aset aset bayar hutangg nkri hanis subsidi tapi malas narkoba anak banyak istri bamyak merusak warga yg baik dan benar",bongkar habis jaring narkoba antek antek ilegal cina ttpu aset aset bayar hutangg nkri hanis subsidi malas narkoba anak istri bamyak rusak warga
1366,Bukan Penjilat,2023-09-15T08:03:59Z,"Itu udah tugas polisi, itu juga gak tau ujungnya gimana,  Gw lebih Tertarik masalah Rempang.. kenapa kalo ada tragedi kemanusiaan yang melibatkan kekuasaan selalu tiba-tiba ada berita tandingan.. biasanya si teroris,,tapi karena banyak yg bilang itu basi ya ganti lah..😅",sudah tugas polisi gak tau ujung gimana tarik rempang tragedi manusia libat kuasa berita tanding si teroris bilang basi ganti
1370,risa yu,2023-09-17T02:58:37Z,"Tunjukkan wajah&quot; mereka yg jelas, Biar di ingat sama anak cucunya sebagai perusak dan penghancur generasi<br>Harus di hukum berat semuanya terutama APARAT yang Terlibat. 😡😡😡",tunjuk wajah quot biar anak cucu usak hancur generasiharus hukum berat aparat libat
