nomor,nama_akun,tanggal_komentar,komentar
762,Nman 76,2023-09-16T05:42:25Z,Salut kinerjanya pak...tp Miskinkan juga koruptor
763,halo hay,2023-09-13T01:39:31Z,Asiiikk banjir ni pak...Mayan itu 10T duitnya bae2 jaga nya yak
764,Mesri Anto,2023-09-13T01:14:05Z,"MATIkan saja pebisnis NARKOBA, untuk apa menuh menuhi penjara,,,"
765,Advent Silalahi,2023-09-16T18:31:18Z,Mantap polisi semoga tetap di berikan kesehatan  tetap semangat
766,AL - Utsmaniy ID,2023-09-15T22:52:43Z,Positif hukuman matoy pasti ini😂😂😂
767,Harvi yandy,2023-09-13T18:00:52Z,"Mudah² an bukan hanya pencitraan di naikan ke media. Terus pak Jgn hnya ungkap pengedarnya, ungkap juga yg melindunginya. Setorannya kemana aja"
768,Widodo Trihardjanto,2023-09-13T11:48:20Z,"Bagus... Tapi maaf.. kami belum bisa lupakan Sambo cs, Rempang, mafia tanah, harun masiku... dan banyak ketidakadilan lainnya... Terlalu banyak..."
769,Hendra Susanto,2023-09-14T13:15:37Z,Awas maling teriak maling
770,Pujangga Cinta,2023-09-12T22:51:05Z,"Mantab Kapolri dan pak Jokowi,selamat dan sucses"
771,Khotib Ibnu Muhyi,2023-09-13T10:51:05Z,Hukum mati
772,Timur Link,2023-09-13T07:36:08Z,Waduh... Saya sebagai orang Aceh kecewa kok ada bandar narkoba berkali-kali lebih hebat dari bandar narkoba Bireuen.... 😂🤭🤭🤭<br>Yang lebih sakitnya ini bukan orang Aceh.. <br>Bireuen bisa kalah nih...
773,Galaxy Semesta,2023-09-13T04:42:41Z,MUSNAHKAN SEPARUH.. JUAL SEPARUH HAAHAHHAAH.. POLISI ITU BOHONG
774,B@ng Pi,2023-09-16T09:36:10Z,Hukum mati.
775,Eko Dina,2023-09-13T04:13:14Z,Kok hasil korupsi ngak di kayak gini ya pak 😆😆😆
776,Nia Agustin,2023-09-13T11:20:04Z,Duit sebanyak itu dikemanain ya ? 😮
777,Agus Kusdyanto,2023-09-17T02:02:39Z,Hukum mati
778,Riyanto Riyanto,2023-09-18T01:01:37Z,"Pertanyaanya siapa yg bisa ngeluarin modal sebanyak itu buat kulakan narkoba ?.... Klo aparat&amp; pejabat nasionalismenya tinggi buat bela negara anti suap , mafia berduit pasti tertumpas, semangat pak petugas selamatkan indonesia , surga balasanmu pak"
779,Khai “Yoe” Mohd,2023-09-19T16:40:00Z,Tipu semuanya... wangnya n aset2nya kemana kamu bawa pergi.Isi dan kulit tidak sama..😂
780,Gudangilmuu,2023-09-15T04:29:54Z,Lumayan buat bayar hutang negara
781,Ardian Syah,2023-09-13T00:31:44Z,Semoga aset2nya dikembalikan ke negara &amp; barang bukti dimusnah semua jgn dijual belikan lagi.
782,Painem Cantik,2023-09-15T08:51:57Z,Biyuuuhhhh
783,Nalendra Putra,2023-09-15T22:50:08Z,"Pak polisi saya mau tanya selama ini barang bukti narkotika yg sudah di sita, dimusnahkan / dikemanakan ya tolong komen pak ??"
784,Winny Lubis,2023-09-13T03:11:42Z,Pantesan aku cari uang skr susah ternyata uangnya disitu semua...apes
785,Saodah Odah,2023-09-14T15:29:01Z,Kalau saja seluruh aparat patuh dengan Tuhan dan agamanya.. Indonesia akan makmur dan maju
786,Ajit Djiantoro,2023-09-13T05:13:49Z,"Celestial Movies, &quot;Jika modus apapun terselesaikan dalam solusi film&quot;, Apalagi secara nyata &amp; reall<br>Tinggal liat &amp; nunggu penghianatan dari kedua kubu, yaitu kubu kriminal &amp; kubu hukum"
787,A M L,2023-09-13T07:36:24Z,"Kalo di game Suapnya kurang, jadi di tumbalin"
788,Vivo Bagus,2023-09-13T02:20:22Z,"betul harus semuanya di sita , aset , uang , danyg lainnya harus di sita semua , agar gak ada uang lagi ."
789,d-anto`z Phoetravirgo,2023-09-18T04:12:31Z,"THE REAL SEGITIGA MAS👍🏻👍🏻 semoga semua negara pengungkap selalu dilindungi, tidak nenutup kamungkinan pembalasan krna mungkin saja masih ada atasannya yang lebih berkuasa"
790,se_kolam bergejolak,2023-09-13T03:25:39Z,Hancur generasi muda oleh narkoba harap dihukum yg setimpal
791,Zuhri Ariandi,2023-09-13T01:42:39Z,"Sudah banyak korban kerugian dari NARKOBA ini, Hukum MATI semua yg terlibat."
792,Josua Lawolo,2023-09-19T11:39:48Z,Rasanya tidak mungkin jaringan narkoba itu berjalan lancar di Indonesia kalau tidak ada bekingan dari oknum aparat yang berkuasa....😆😆😆😆
793,Lidanva csl,2023-09-13T01:39:52Z,Ya Allah hncur Sdh Masarakat
794,PC Loa,2023-09-18T08:44:11Z,"Tidak berguna jika tidak langsung dieksekusi mati, berita seperti ini sudah BASI  !!"
795,ANTON BUDI,2023-09-20T05:03:25Z,MEMANG NYA POLISI DISEKITAR HOTEL ITU NGGAK ADA YANG TAHU  ?.....
796,Energy 9,2023-09-15T16:21:00Z,angkat berita wah dan dibesar2kan disaat rakyat di rempang_batang tertindas ... dan di usir dr tanah leluhurx.<br>sllu bgtu
797,Mangara Sihaloho,2023-09-13T01:43:00Z,Mudah2an tidak ada oknum2 atau oknumnpejabat tinggi negara yg terlibat didalamnya.
798,T A,2023-09-13T02:43:36Z,reward buat POLRI ❤
799,Bang Beken,2023-09-13T07:59:05Z,"Bandar Aceh apa Khabar nya,😅😅semoga POLRI amanah &amp; selalu dalam lindungan Allah SWT,aamiin🤲"
800,Umi Umi,2023-09-18T00:17:09Z,"Sepandai-pandainya menyimpan bangkai pasti suatu saat akan tercium juga. Begitu juga dng kejahatan penjualan narkoba, serapi apa pun kalian melakukan bisnis haram ini, toh akhirnya ketahuan juga. Semoga proses hukum akan dijatuhkan seberat-seberatnya kepada para pelaku.hukum mati utk para pelakunya biar memberikan efek jera kepada para pelaku bisnis narkoba yg belum ketahuan dan blm tertangkap."
801,Fendi susanto,2023-09-17T10:36:29Z,BRAVO POLRI...
802,zenn,2023-09-16T09:37:38Z,menyesal karena ketahuan.. bisa yuk polri
803,Bayu Angara,2023-09-13T07:58:07Z,Wow keren dpt nangkep tp yg pejabat korupsi bertrilyun2 kok gak ada kabar😅
804,Deddy Arifin,2023-09-13T02:20:55Z,BILA  MANA  BETUL  TEGAKAN  HUKUMAN  MATI  JANGAN  DI BIARKAN  HUKUMAN  MENGAMBANG
805,Sitorus Sitorus,2023-09-17T03:17:26Z,Gas pull tu kandidat narkoba...😮😮😮
806,Budhi sabar,2023-09-20T05:34:51Z,Tangkap bos nya bukan ekornya kalau di Arab hukum mati
807,Irwan Sahri,2023-09-13T01:36:16Z,NARKOBA HUKUM MATI...JELAS
808,Gustinawaty,2023-09-18T03:54:22Z,Capek ..deh .ADA LAGI ...ADA LAGI.KAPAN HABISNYA Ya?
809,yuyun wahyuni,2023-09-17T07:57:00Z,Good Job support
810,Su Wanto,2023-09-17T11:32:16Z,bagi siapa yg mau merusak generasi muda indonesia.kususnya narkoba.yg benar2ketangkap.hukumnya mati.tindak tegas dor di tempat.biar jera bahi yg ngedar narkoba.
811,Marwan Ari,2023-09-13T01:45:07Z,Siap2 tembak mati semua
812,INI CUMA HIBURAN.39,2023-09-17T04:53:32Z,Mau komen aja
813,H4 For You Channel,2023-09-13T01:32:11Z,"Wah kartel sih ini, kyak pablo escobar 😮"
814,andre sipayung,2023-09-15T01:22:42Z,pengalihan lg aja
815,fandie ahmad,2023-09-16T11:13:02Z,semua uang dan aset biar di urus DPR aja
816,Manat Gabe,2023-09-13T14:08:31Z,Polri red?
817,Ridho,2023-09-13T17:30:47Z,"mohon izin jenderal untuk bb nya di musnahkan dan di liput langsung, agar tidak di salah gunakan seperti kasus teddy minahasa 🙏"
818,Obet samidi,2023-09-13T01:14:13Z,"Kriminal besar jaringan luas<br>Remember pablo escobar .<br>Narkoba , Miras, Perjudian, Seks <br>Banyak pejabat pemerintahan dan aparat yang terlibat dalam menjalankan bisnisnya . Semoga aparat dan pejabat bisa lebih jujur lagi dalam bekerja. Untuk membersihkan ini."
819,Janaloka Ad,2023-09-13T03:48:14Z,Mantab polisi bisa menangkap para pelaku dan barang bukti.
820,riyadi channel,2023-09-12T23:09:04Z,"Alhamdulillah, semoga terus bergerak polisi kita. Semangat"
821,Tomy Squarepant,2023-09-15T11:28:04Z,Masih parah ferdy sambo
822,silitongasabam,2023-09-18T03:28:29Z,"Tidak seorang pun yang bisa lolos dari perbuatan jahat di muka bumi ini, semuanya pasti terungkap capat atau lambat, karna Tuhan selalu menyertai para Polri yang bertugas di seluruh indonesia"
823,Nchil Ventura,2023-09-13T09:20:08Z,Sepertinya Janda pirang akan bertambah 🤣🤣🤣
824,akhmad ramli ramli,2023-09-19T12:36:15Z,Bravo POLRI.....hukum seberat beratx....hukuman mati yg paling pantas bagi mereka....
825,panjiwijaya11,2023-09-15T12:45:38Z,Apa hubungannya tanah dan bangunan dengan narkoba????
826,Bunda Hermin,2023-09-13T06:47:48Z,Tidak usah  di penjara .langsung di musnahkan dri muka bumi aj bersamaan barang bukti nya .!kalau di pnjara masih bisa mengendalikan dari balik penjara .?
827,mimie ninis ninis,2023-09-13T05:00:50Z,"Merendimg ag y Allah,segitu banyak nya uang dri mma y siapa yng pemale sabu,,bener nener gila"
828,Pieter Nenang,2023-09-13T02:12:09Z,KORUPTOR &amp; BANDAR NARKOBA TEMBAK MATI. Jngn tunggu proses hukum yg aneh2..
829,Cut Muslinawati,2023-09-13T01:49:54Z,"Mereka sudah dipaka baju pedekar souli,mau di sekolahkan balipapan"
830,putraborneo,2023-09-12T23:45:29Z,"<a href=""https://www.youtube.com/watch?v=PO1IloHn1pk&amp;t=10m50s"">10:50</a> gk bisa bahasa inggris."
831,Hadi Senki,2023-09-16T07:52:04Z,😂😂😂
832,Eko Yanto,2023-09-19T08:14:00Z,"Sindikat narkoba itu membahayakan generasi muda, klau tertangkap gembongnya d exsekusi aj, kayak Fredy Budiman jg orang&quot; asing yg telah d exsekusi, lebih baik korban para gembong&quot; narkoba, dari pada korban rakyat"
833,Habibi Tan,2023-09-13T11:08:45Z,Hukum mati tp duit nya jgn diambil ya pak mcm yg sudah2 BB nya di ambil 😅
834,Mohd Suhaimi Hasan,2023-09-13T01:18:50Z,"Tahniah polisi ri,hadir"
835,Noor Madi B MD Noor MD Noor,2023-09-13T03:38:30Z,"Congrate to Indonesian Police and when they do &quot;undercover&quot;,they are really &quot;the best&quot;.Salute Indonesia Police and we so proud to see this."
836,ABDI FERIYANDI ZEN,2023-09-13T00:01:25Z,Selamat dan terimakasih polri indonesia yg membrantas narkoba internasional dan lokal❤
837,Jengger 077,2023-09-16T03:35:15Z,"Untuk menutupi, karna habis di tantang anak kecil berdebat😂😂😂"
838,Putra. Pertama,2023-09-13T04:43:18Z,Gantung saja di tiang lampuh merah..selesai masalah...itu sma penyakit masyarakat...
839,BUS LOVER ACEH,2023-09-13T05:29:07Z,Aset nya duit nya....ntar yg di sita itu buat siapa...?
840,Acin Gunawan,2023-09-13T07:28:55Z,Jangan barang bukti lenyap.
841,Nam Bela,2023-09-21T17:23:38Z,"PELAKU2 NARKOBA KELAS KAKAP PASTI SEMUANYA RAS CHINA WALAU BANYAK PELAKU2 NARKOBA KELAS DUNIA ETNIS ATAU RAS CHINA YG DIKEMUDIAN HARI MENJADI KONGLOMERAT DIINDONESIA KRN TDK PERNAH TERTANGKAP,KMUDIAN STELAH MENDAPATKN MODAL RATUSAN MILYAR MEREKA MENJADI PENGUSAHA2 DIINDONESIA..!!"
842,Yuhan_Atm@Jenamas,2023-09-15T08:31:35Z,Mantap
843,Nur Pansyah,2023-09-13T03:06:57Z,"Klo polisi bekerja berdasarkan hukum yg lurus dan benar, d lihat dri komentar masyarakat sangat besar dukungannya.👍"
844,Sugiharto,2023-09-18T05:15:49Z,Harus dihukum mati dg tembak jaringan internasional termasuk oknum aparat yg terlibat
845,camp bambang,2023-09-13T07:53:23Z,Lumayan itu uang sitaan nya..
846,Bedjo Makmur,2023-09-13T06:29:26Z,"Harta benda disita,berpisah dari keluarga.dan finally di hukum mati."
847,Sahabat NOAH Kalsel,2023-09-16T03:24:33Z,WahhWahhh Luar Biasa.
848,djoen iskandar,2023-09-14T06:21:48Z,KALO KORUPSI TIDAK DIMISKINKAN MAKA ENJOY AJA . TAPI KENAPA SABU DIHUKUM MATI ??
849,Hery Wibowo,2023-09-15T01:18:30Z,Ya itu masalah biasa masalah Narkoba karena Markas Besarnya sampai saat ini tidak tersentuh😢😢😢😢😢😢😢
850,Djamilah Ha,2023-09-12T22:35:20Z,Mantap Kapolri miskinkan biar tdk lagi melakukan kejahatan dikemudian hari....
851,Kingsultan Majapahit,2023-09-17T02:56:42Z,T4441111 anj1111nggg lah rekayasaaaa
852,Hermawan,2023-09-15T11:02:27Z,Hukuman mati
853,Cipto Cipto,2023-09-18T01:53:47Z,Sambo tuker ringankan hukuman wkk
854,Edy Arpandi,2023-09-13T01:49:45Z,"Mantap Bravo Kepolisian,sikat habis para bandar Narkoba dan kaki tangannya jg kasih kendor,kamu yakin masih banyak lagi para perusak generasi muda Negri ini yg sangat menikmati hasil kejahatannya di Propinsi dan Daerah 👍"
855,majid dairoby,2023-09-20T10:47:29Z,"gimana lagi yg merusak ttp ada,tapi diusahakan di perkecil,dak penegak hukum harus bersih ,semoga hukum kita dpt di percaya masyarakat kecil,"
856,Tri kris meidy,2023-10-16T19:41:45Z,semoga uangnya bermanfaat utk org miskin
857,YAGHOF CHANNEL,2023-09-18T15:21:58Z,Mantap..kerja Aparat
858,Mat Salim,2023-09-17T07:26:27Z,NARKOBA KOREPTOR EXSKUSI GITU LHOOOO...KOK LEMBEK&quot; KOMENYA KAYAK CILOK SAJA😅😅😅
859,SUYANTO MAGETAN,2023-09-18T04:44:01Z,Polri barvo 👍👍👍👍
860,Patmi Jasmo,2023-09-18T00:06:18Z,Ya Alloh kapan negara ini makmur karna yg makmur selalu penjualan narkoba.
861,Dadang S Wijaya,2023-09-16T18:10:44Z,Keren!!! Polisi bisa nemu kasus sebesar ini
862,Rider Kaga Ngarti,2023-09-13T07:40:59Z,D sita juga ntr d sebarin lg ma dia...jd g efek apa2 cuma pencitraan aja...seakan akan polisi bagus kerja nya...😂😂
863,Jen Nny,2023-09-13T00:15:12Z,"Terbongkar akibat setoran kurang,,,kalu cukup ga bakal dibungkar"
864,hendri Is,2023-09-16T07:24:35Z,Janggal. Omzet 10t yg disità ga sampe 100m.... uang tunai nya dmana? Aneh aneh sungguh aneh sekali... sangat aneh kalau melibat tppu.
865,Hamdi Freedom,2023-09-13T00:29:59Z,<b><i>SALAH SATU BARANGNYA YG AD DO TEDDY YA ???😂😂. JANGAN AD BARBUK YG D SIMPEN D SAKU.🫢</i></b>
866,Om Dhi,2023-09-13T13:55:31Z,Cintailah ploduk2 Indonesia
867,@jackUnik,2023-09-16T09:14:15Z,"Kurang setoran, atau gak sudah waktunya di tangkap, di seluruh Indonesia narkoba bebas di jual karena ada Oknum."
868,Panji Kindapraja,2023-09-16T04:13:37Z,Ganti pemaen....😂😂😂😂😂 Anda sudah terlalu banyak tahu aturan narkoba ....hehehehehe
869,Media Perjuangan,2023-09-16T04:48:42Z,"Mantap polri<br>Ditunggu nih yg 300T<br>30x lipatnya lho, mana diduga duit rakyat yg ditilep."
870,Alfian Syaadi,2023-09-13T04:35:00Z,"Tumben omset triliunan ketangkep,biasa nya adem ayem,mungkin ga ada bekingan kuat nya kali ya upss..."
871,Ali Gunawan,2023-09-13T00:13:16Z,"Yg nanganin narko tuh bareskrim apa bnn, bingung nih dualisme lembaga"
872,Nanang Suwito,2023-09-13T00:09:28Z,Salut kinerja kepolisian....ayo bergerak trs tumpas narkoba
873,Baladas Channel,2023-09-16T03:52:33Z,Bagilah duitnya buat bayar pinjol
874,anglo etarip,2023-09-13T02:49:33Z,disita untuk diedarkan kembali
875,Warisan Nusantara,2023-09-17T02:24:52Z,Di sumut banyak raja2 mafia narkoba yg masih aman bertengger..
876,Aldi ramadhan pratama,2023-09-16T02:56:41Z,kepolisian republik Indonesia keren2 gerak cepat is ok
877,Freedy Huang,2023-09-13T22:37:49Z,Senang la ya kalian 😂
878,Saiho Susanto,2023-09-19T13:10:16Z,HUKUM MATI DACH.. BIAR CEPET HABIS TUH POPULASI ORG JAHAT. DI NEGRI INI TERMASUK PEJABAT KORUP DAN PEMIMPIN  YG DZOLIM.
879,Wakhidun Memeng,2023-09-13T04:22:48Z,"Aahhh, itu karna Ga punya bekingan jendral, coba kqlo punya, aman tuhh😂😂😂"
880,Horas Sihombing,2023-09-13T01:03:34Z,❤❤mantap pak polisi narcoba perusak bangsa Indonesia consume nnya bukan produsernya  tentu merusak negara kita  menguntungkan negara yang menjualnya
881,Gina Pratami,2023-09-20T14:17:28Z,"Gimana mau narkoba bisa di brntas, jika krn blm di tutup airnya akan tetap mengalir, jika msh ada aparat yg msh terlibat n ada yg jd beking n komplotannya susah akan membrntas, klo keran airnya di tutup tdk akan mengalir ke masyarakat"
882,Damarnuralam Alam,2023-09-12T22:29:55Z,👏👍
883,Aiz Tangerang Channel,2023-09-17T16:15:30Z,"Hanya pencitraan, Gak bakal dihukum Mati"
884,Pujo Wismono,2023-09-12T23:31:37Z,bos-bosnya belum ketangkap
885,Liza Anwar,2023-09-13T01:42:54Z,Hukum seberat beratnya. Narkoba perusak generasi bangsa. 😢😢
886,Fauzan Ardiyanto,2023-09-13T15:02:16Z,"Barangnya jangan lupa di musnahkan ,takutnya ada oknum yg ngutil di jual lagi dah hehehe"
887,Samsung Mega,2023-09-16T13:46:27Z,YOKOPO LEK DIUDEK 1 KG AN SABU TERUS DILOGOKNO CANGKEME DEWE2
888,SisiKeadilan,2023-09-13T05:45:27Z,"Mantapp 10,5 trilliun aset nya disita lalu digunakan untuk apa dana sebesar itu kedepannya pak?"
889,Maradu Hutasoit,2023-09-13T02:50:06Z,paling nanti Mereka semua dibebaskan di MA
890,ahmad jaelani,2023-09-17T05:39:28Z,"Uang 65 M jangan dikantongin pak, sumbangan kan kepada rakyat kecil"
891,Imat Ruhimat,2023-09-13T01:32:08Z,Kalo berkeinginan<br>Tdk ada yg sulit
892,candra prasetiya,2023-09-15T07:45:02Z,Ah lebih fantastis KORUPTOR
893,Garbie Garbieanaktoning,2023-09-13T02:36:46Z,hukum mati itu
894,irwan irfana,2023-09-16T00:23:01Z,Mo tanya..Klo aset aset seprti itu  ..Nantinu Di kemanain  ya Bg ....
895,Didi Junet,2023-09-17T10:25:07Z,Kenapa kebanyakan orang cina pelakunya  yah liahat mukanya
896,lambe turah update,2023-09-13T17:14:15Z,Aslinya sih dah tahu lama ini pak polisi wkwkw. Dagelan.
897,Sudibyo,2023-09-12T23:46:42Z,Tlg diamankan pak ! Cina lagi cina lagi...setuju hukum mati
898,Yorkov,2023-09-13T05:01:41Z,Pantas duitmya banyak ternyata tukang main 0bad
899,Yondra 22,2023-09-13T15:03:26Z,Jagan sampay barang nya berubah jadi tawas lagi
900,Yendra winny,2023-09-21T07:28:53Z,Keruk trus korek terus sampai ke akar akarnya ..
901,sadli bmc,2023-09-13T11:22:57Z,Yg bwa narkoba 1 gram. Cpat di tangkap. Yg triliun kok susah y.
902,joko utomo,2023-09-12T23:54:25Z,Titip pesan ae barang buktinya Ojo di entitttttt😂
903,Abdi Agoes,2023-09-15T15:59:32Z,Hukum mati
904,EL HAKIM,2023-09-14T02:13:59Z,Harusnyq Freddy ini juga dihukum mati agar tdk ada lagi seperti ini bahkan hingga aparat terlibat sbg kurir khusus ... prihatin sekali ...
905,Agus Demon,2023-09-13T02:08:48Z,Banyak beking nya tuh
906,HRKA,2023-09-13T02:23:17Z,Swadikap🙏
907,OPPO New,2023-09-13T00:46:34Z,Mau dikemana kan barang barang itu.serius tanya
908,Ari Bapau,2023-09-13T00:18:31Z,Bukti sitaan harus transparan brupa narkoba ato uang .. blajar dari kasus alm Fredy Budiman banyak jenderal yg trlibat yg skrg ga diusut lagi .. ini ga menutup kmungkinan ada beking oknum
909,Maulana Irfan Pradana,2023-09-15T15:55:28Z,Intinya uang haram gak berkah
910,Gigih Hendranawan,2023-09-13T00:39:17Z,"Kambing hitam? Goal nya biar dpt kepercayaan masyarakat kembali atas berbagai macam yang mereka lakukan, kanjuruhan masih bohong mereka, menolak lupa, masak jaringan internasional ketangkep sebanyak itu orang nya.. ngakak kayak sinetron drama kolosal"
911,Rey Trisna,2023-09-16T05:11:12Z,Terungkap &amp; ditangkap tapi Ujung - Ujungnya bisa Di Tebak 😂
912,adenan ariff,2023-09-19T01:20:59Z,basa basi gaa sii tar juga di jual lagi trus kurirnya dia sndiri yg nangkep biar citranya naik aja
913,Adhenbaim Baim,2023-09-17T13:11:07Z,Klu bener bner asetnya di sita alangkah baiknya uang nya di pergunakan untuk penyembuhan orang orang yg ketergantungan narkoba agar ke dpn nya yg ketergantungan narkoba bisa BNr BNr sembuh 👍💪🙏😴
914,Yana Suryana,2023-09-18T06:05:08Z,Bravo POLRI PUJI SYUKUR ALHAMDULILLAH
915,Agus Khoirudin,2023-09-15T08:24:00Z,"Dulu fredy budiman dihukum mati, ini harus dihukum mati juga"
916,Solahudin Hz,2023-09-12T23:17:04Z,"Semoga meteka yg di tangkap di hukum Mati, lalu dlm wkt berjalan Hukum Nya di Discount,  jd seumur Hidup, kmudian di anggap berklakuan baik. Lalu di Diacount lg hukuman nya. Dan akhir ny bebas kyk si Rambo"
917,Pandawa Pandawa,2023-09-13T04:16:43Z,Hukum mati
918,mumun,2023-09-19T01:36:35Z,Ini Indonesia akan di hancurkan
919,Nirma Ayu,2023-09-16T22:13:06Z,Aparat semua harus sadar bahwa menangkap mereka berarti menyelamatkan anak cucu kita semua  termasuk anak cucu nya aparat juga makanya jangan kasi ampun <br>Bravo POLRI🇮🇩
920,Markasan,2023-09-13T05:07:25Z,"Alhamdulilah dgn tertangkapnya bandar besar Narkoba, di Indonesia yg bikin resah NKRI sikat habis pak Polisi sampai ke akar akar nyaJaya selalu POLRI"
921,Suwung ChannelTV,2023-09-15T08:07:08Z,Kaya gitu uangnya kemana yaa😂
922,Yenny Mey,2023-09-15T07:18:15Z,Bs mengurangi hutang negara
923,Boy Mawang,2023-09-17T01:30:48Z,"apakah ini konspirasi lagi , yg ketangkep sebagian kecilnya"
924,Karisma Asep,2023-09-13T06:57:41Z,ini.pasti ulah oknum penjahat negara...coba kita awam .bawa sabu gak bakal lolos....di jamin....cara pikir sederhana......apratur negara.ini  katanya  ngaku oknuum..bikin ulah..di pelabuhan karna apratur ngera ini ..sangsi...gak ada kecuali ketauan rakyat itu paling yang ketuan di hukum..kata ...nya  hahaahahah llihat aja udah jelas oknum jedral bejat  ee ada diskon  hukman hahahah kepetusan gak sepakat dengan rakyat itulah....pusing......
925,Aad Daelani,2023-09-13T00:52:51Z,Apresiasi buat polri..bravo polri
926,Finorita Ita,2023-09-12T23:47:36Z,Hukum mati
927,BudzErs,2023-09-14T22:38:24Z,Hanya diera sekarang semua kebathilan yg besar muncul
928,Faktiansyah Fak,2023-09-13T13:12:13Z,"Igt kembali kasus Fredy Budiman, dia hanya operator besar yg menjalankan penyelundupan obat2an terlarang masuk ke Indonesia, tp setiap pergerakan penyelundupanua dia atur dg ,polisi,beacukai dan BNN, pakai saja logika penyelundupan sebesar ini dg jangka waktu panjang g akan mungkin BS lolos jika tidak ada intansi2 terkait yg ikut turut serta."
929,Pengemar Berat,2023-09-13T01:48:41Z,"strategi naik pangkat kapolri. mantap <a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a>"
930,Liliz Atang,2023-09-18T00:28:44Z,Hukum mati saja
931,Muhammad Nasir,2023-09-17T17:39:11Z,Ya nanti jgn bb ni yg penting......
932,Mat Salim,2023-09-17T07:23:36Z,EXSKUSI SAJA TERMASUK YG KOROPSI&quot;
933,Vendy Kurnawan,2023-09-18T05:39:36Z,MAFIA NARKOBA + KORUPTOR = HUKUM MATI !.
934,ichsan hadi,2023-09-13T01:24:57Z,Coba setiap kasus korupsi juga begini terbuka dalam pemberitaan
935,juniko haris,2023-09-13T05:19:02Z,Kenapa kok narkoba dan Pornografi  pemerintah lebih gampang menangani dan lebih cepat mengusut hukum nya tapi kalau masalah urusan Korupsi sangat susah untuk di usut tuntas dan sangat lambat kinerjaan saat ada pemberantasan Korupsi sangat mudah menangani Kasus seperti ini
