nomor,nama_akun,tanggal_komentar,komentar,komentar_preprocessing
1098,@urmiladewi9138,2023-09-16T07:40:56Z,"Anggota korps baju coklat banyak yang bermain ditempat ini karena ada ikan besar yang menggiurkan demi hidup, dan lupa sudah akan sumpah jabatan yang sudah dilakukan didepan Tuhan diatas kitab suci masing2, Tuhan aja dikhianati apalagi sesama manusia,sekarang Tuhan sdh membuka kebusukan, apalagi yang didustakan.",anggota korps baju coklat main tempat ikan giur hidup lupa sumpah jabat depan tuhan atas kitab suci masing tuhan aja khianat manusia tuhan sudah buka busuk dusta
999,@karade2637,2023-09-17T04:29:12Z,"Nyimak..aja rakyat dungu..negara indonesia hebat polisi terhebat di dunia,smoga rakyat sperti  kotapheladelpia mmbangun sgala generasi",nyimak aja rakyat dungu negara indonesia hebat polisi hebat dunia smoga rakyat sperti kotapheladelpia mmbangun sgala generasi
2052,@guswanto8149,2023-09-20T13:57:34Z,"Alkhamdulillah kl sekarang institusi polri mau membuka jaringan terbesar peredaran Narkoba, tapi lebh lengkapnya kl bos besar pemasok&amp;penerima Narkoba itu ke Negri RI, kira2berani apa gak menangkap bos besarnya pemasok&amp; penerima di NKRI kl memang institusi polri itu bener2 niyat ingin memberats sampai bersih, berati institusi polri mash ingin kebali jadi institusi yg baik, &amp; kira2 seluruh   masyarakat dlm NKRI msh mau mempercayainya pd institusi itu.",alkhamdulillah institusi polri buka jaring besar edar narkoba lebh lengkap bos pasok terima narkoba negri gak tangkap bos besar pasok terima nkri institusi polri bener niyat memberats bersih berat institusi polri mash kebal institusi kira masyarakat dalam nkri percaya institusi
468,@user-ug5fe9xo2l,2023-09-17T09:16:14Z,Ya karena kerja sama dgn malysia dn tailand coba kow sendirian ...mana beraniiiii mana mauuuuu....cuman Krena malu dan jaga image aja ke Malaysia ma ke tailand makanya jaringan laba2 di negri ini bisa digulung...kaya gak tau aj kan udah rahasia umum gimana prilaku oknum2 polisi wong banyakan oknumnya kan di instasi itu dr PD yg loyal bekerja...duit gede enak ...siapa yg gak mau...,dengan malysia dan tailand coba kow beraniiiii mauuuuu cuman krena malu jaga image aja malaysia tailand jaring laba negri gulung kaya gak tau sudah rahasia umum gimana prilaku oknum polisi banyak oknum instasi loyal duit gede gak
503,@user-pd2jg2ft3n,2023-09-13T01:13:54Z,Yakin BBnya tak dicatuk seperti tedy Minahasa? oyah sudah ada peraturan baru bisa sita aset milik bandar narkoba ya? bisa miskinkan mereka? koruptor kok gak bisa dimiskinkan?😅,catuk tedy minahasa oyah atur sita aset milik bandar narkoba miskin koruptor gak miskin
670,@GelarSRamdhani,2023-09-13T05:18:31Z,Komjen Pol. Wahyu Widada Kabareskrim Polri - Abituren Akpol 1991 beliah peraih Adhi Makayasa Kepolisian tahun 1991,komjen pol wahyu widada kabareskrim polri abituren akpol biah raih adhi makayasa polisi tahun
931,@WarnerHomeVidio,2023-09-13T07:56:05Z,Salut sih dengan tanggapan memiskinkan si pelaku agar kedepannya tidak punya dana untuk mengulang kasus serupa  🤭 tapi menurut saya untuk menghentikan secara permanen ya (Hukuman mati) seperti halnya perusahaan besar pasti ada yg namanya cabang atau anak perusahaan,salut tanggap miskin laku depan dana ulang henti permanen hukum mati hal usaha nama cabang anak usaha
46,@kikifans1416,2023-09-13T01:18:53Z,Uang sitanya bisa buat bayar utang negara kali yah kalo sampe 10 t .biar cepet lunas dan indo makmur,uang sita bayar utang negara yah sampai biar cepet lunas indo makmur
1683,@user-om4bc8dg9u,2023-09-19T10:35:01Z,Saya Pribadi mengucapkan banyak Terimakasih kepada Pak Polisi dan Semua Aparat yang telah berjaya dan Sukses menangkap Narkoba...<br>Semoga Bapak² dan kelrga Baik dan Sehat didalam Lindungan Allah SWT... Aamiinnn.,pribadi terimakasih polisi aparat jaya sukses tangkap narkoba moga kelrga sehat dalam lindung swt aamiinnn
2588,@ziadpatata261,2023-09-13T01:46:24Z,"Sudah rahasia umum kalau ada oknum-oknum aparat yg  terlibat, gak mungkin bisnis kotor kecil jadi besar secara aman kalau ga ada oknum anu yg terlibat",rahasia umum oknum oknum aparat libat gak bisnis kotor aman tidak oknum anu libat
1395,@kesyafa-yh5ye,2023-09-14T14:40:42Z,"saran buat bapak kapolri,, lebih baik punya tim kusus dan rahasia serta benar benar bisa dipercaya untuk melaksanakan hal hal yang menjadi tujuan bapak kapolri,, terutama untuk membersihkan oknum oknum anak buah bapak yang tidak bisa kerja, korup, bermain main dengan hukum, dan masih banyak lagi.. sebab kalau hanya perintah perintah dan ancaman saja tidak akan mempan.. dan kalau bisa selalu diadakan rotasi atau perpindahan keluar daerah untuk menghindari permasalahan tersebut.. biar tidak keenakan bertugas terus disatu tempat sampai pensiun.. masak atasan saja selalu berpindah pindah ke daerah lain, sedangkan anak buah malah menetap disatu tempat.. kan ini kebalik dan tidak adil",saran kapolri tim khusus rahasia percaya laksana tuju kapolri bersih oknum oknum anak buah korup main main hukum perintah perintah ancam mempan ada rotasi pindah daerah hindar masalah biar enak tugas satu pensiun masak atas pindah pindah daerah anak buah tetap satu balik adil
1900,@swandiyasa6956,2023-09-13T03:37:43Z,"Pertanyaan gua, selesai perkara, uang dan asetnya dikemanain? Dimasukin kas negara atau diapain? Kalo masuk kas negara lumayan buat pembangunan dan kalo bisa buat gaji untuk pengakatan honorer ke pns jadi negara ga terlalu beban karna dapet uang dr ini",saya selesai perkara uang aset dikemanain dimasukin kas negara diapain kas negara lumayan bangun gaji pengakatan honorer pns negara tidak beban karena dapet uang
1379,@ahmadsubandi202,2023-09-19T02:42:21Z,"Tmvak mati ,,banyak generasi rusak lihat negara lain yg maju ,,undang² buang yg sifatnya kasihan berani berbuat Bernai menerima resiko akibatnya,,omnibuslow penghianat bangsa",tmvak mati generasi rusak negara maju undang buang sifat kasihan berani buat bernai terima resiko akibat omnibuslow penghianat bangsa
2670,@FResh__TV,2023-09-15T22:35:18Z,Luar biasa kerja keras polisi dalam mengungkap narkoba...<br>Bravo polisi semoga dapat mengungkap jaringan narkoba lainya...,keras polisi ungkap narkoba bravo polisi moga ungkap jaring narkoba lai
729,@onlinedigitalprinting3489,2023-09-13T18:02:08Z,"Waduh jangan ganggu acak2 dapur penghasilan orang dong!......kan prostitusi, narkoba, judi online menggerakan perekonomian dan investasi masuk...cuan..cuan...cuan",ganggu acak dapur hasil prostitusi narkoba judi online gera ekonomi investasi cuan cuan cuan
610,@mastono4115,2023-09-13T06:28:45Z,lakukan hukuman mati..... negara lain tdk nyaman bagi pengedar narkoba krn diterapkannya hukuman mati......bagaimana dg indonesia.....para penegak hukum jangan banyak bermain.....lakukan tugas dg baik dan hukuman mati agar diterapkan..,laku hukum mati negara tidak nyaman peedar narkoba karena terap hukum mati dengan indonesia tegak hukum main laku tugas dengan hukum mati terap
1874,@helloday1638,2023-09-13T04:05:02Z,"Kalo narkoba yg ilegal, sulit dan beresiko besar mereka mereka bisa dapat 10T, kenapa nggak coba jualan cilok, bebek goreng atau seblak coba? Mereka kan pada pinter bisnis?",narkoba ilegal sulit resiko nggak coba jual cilok bebek goreng seblak coba pinter bisnis
200,@siswotosiswoto4642,2023-09-18T02:17:04Z,"Saya apresiasi kepada POLRI, tapi saya ingin tahu juga...nggak apa2 to...... lha barang bukti yg begitu banyaknya mau dikemanakan ya.....dilenyapkan apa dihilangkan ya ...maaf, saya hanya ingin tahu aja<br>.....kok.",apresiasi polri nggak apa lha barang bukti banyak mana lenyap hilang maaf aja
199,@masprabutanjung1902,2023-09-16T08:30:03Z,Selagi tindakan tegas di berlakukan dan pengawasan ketat  kepada angota oknum tni polri yg terlibat bisa menekan peredaran narkoba,selagi tindak laku awas ketat angota oknum tni polri libat tekan edar narkoba
324,@karismaasep6833,2023-09-13T06:57:41Z,ini.pasti ulah oknum penjahat negara...coba kita awam .bawa sabu gak bakal lolos....di jamin....cara pikir sederhana......apratur negara.ini  katanya  ngaku oknuum..bikin ulah..di pelabuhan karna apratur ngera ini ..sangsi...gak ada kecuali ketauan rakyat itu paling yang ketuan di hukum..kata ...nya  hahaahahah llihat aja udah jelas oknum jedral bejat  ee ada diskon  hukman hahahah kepetusan gak sepakat dengan rakyat itulah....pusing......,ulah oknum jahat negara coba awam bawa sabu gak lolos jamin pikir sederhana apratur negara ngaku oknuum bikin ulah labuh karena apratur ngera sangsi gak kecuali tau rakyat ketu hukum hahaahahah llihat aja sudah oknum jedral bejat diskon hukman hahahah petus gak sepakat rakyat pusing
734,@acoktube4104,2023-09-13T00:18:19Z,Akibat banyak korupsi banyak jadi bandar narkoba salahin para pejabat negara kenapa pada nyolong duit negara ini lah akibatnya,akibat korupsi bandar narkoba salahin jabat negara nyolong duit negara akibat
2448,@gigihhendranawan4385,2023-09-13T00:39:17Z,"Kambing hitam? Goal nya biar dpt kepercayaan masyarakat kembali atas berbagai macam yang mereka lakukan, kanjuruhan masih bohong mereka, menolak lupa, masak jaringan internasional ketangkep sebanyak itu orang nya.. ngakak kayak sinetron drama kolosal",kambing hitam goal biar dpt percaya masyarakat laku kanjuruhan bohong tolak lupa masak jaring internasional ketangkep ngakak kayak sinetron drama kolosal
288,@Markasan-et9od,2023-09-13T05:07:25Z,"Alhamdulilah dgn tertangkapnya bandar besar Narkoba, di Indonesia yg bikin resah NKRI sikat habis pak Polisi sampai ke akar akar nyaJaya selalu POLRI",alhamdulilah dengan tangkap bandar narkoba indonesia bikin resah nkri sikat habis polisi akar akar nyajaya polri
59,@samsivivo8466,2023-09-19T17:45:32Z,"IN SEMUA BOHONG UJUNGNYA, KERJA SIA SIA, HUKUMNYA BEBAS JUGA NGG AD HUKUMAN MAKSIMAL, SY YAKIN KASUS IN KABUR, REZIM NARKOBA, OOOOOOH JOKOWI BOHONG LAGI, MODUS KLU ORG MISKIN DI HUKUMAN DIMATI",bohong ujung sia sia hukum bebas ngg ada hukum maksimal saya kabur rezim narkoba jokowi bohong modus kalau orang miskin hukum mati
936,@user-xi9mf2dq6i,2023-11-11T18:00:59Z,"Uangnya bisa buat bayarin utang Indonesia dan beli persenjataan negara kita untuk pertahanan, mungkin kalau kau jual racun itu tak di Indonesia lagi aku set7 dan kau bantu lah perkuat negrimu sendiri",uang bayarin utang indonesia beli senjata negara tahan kau jual racun indonesia set kau bantu kuat negrimu
1732,@senimansumenep9299,2023-09-18T06:59:39Z,Hasil operasi pemberantasan Narkoba taraf Internasional perlu diberi hukuman mati dan langsung eksekusi mati tanpa kompromi dg siapapun.Pengadilan harus tegas dan cepat menvonis hukumanti dg tembak mati.,hasil operasi berantas narkoba taraf internasional hukum mati eksekusi mati kompromi dengan adil cepat menvonis hukumanti dengan tembak mati
1420,@wijayawito1781,2023-09-19T17:28:25Z,"Kalau ud terbukti kasus narkoba 1ons Lbh di Malaysia dihukum mati,tp di Negeriku Indonesia tercinta gimana y....??🫢🙏🙏",bukti narkoba ons lbh malaysia hukum mati tapi negeri indonesia cinta gimana
1089,@kahfi7336,2023-09-15T08:13:58Z,"Bagus lah buat bayar utang negara &quot;<br>Pecat saja pak polisi, tni pejabat yang bertelele,, semua Tau itu setiap pejabat daerah Suka makai narkoba dan main prempuan, bukan di jawa saja setiap daerah begitu &quot;bupati walikota.. Polda jambi  sering kecolongan itu..",bagus bayar utang negara pecat polisi tni jabat tele tau jabat daerah suka maka narkoba main prempuan jawa daerah bupati walikota polda jambi colong
1715,@taubuer1904,2023-09-16T11:14:29Z,Pemerintah indonesia sedang bekerjasama dengan negara perusak bangsa. Cina keparat pemasok narkoba terbesar seluruh dunia,perintah indonesia bekerjasama negara usak bangsa cina keparat pasok narkoba besar dunia
1920,@igedearianajembrana1660,2023-09-16T14:58:29Z,Mohon ijin  jika saja Lampung timur  khususnya waway. Karya bisa di berantas narkobanya dan pengedar uang palsu di tangkap tentu bisa lebih Aman trimakadih,ijin lampung timur waway karya berantas narkoba peedar uang palsu tangkap aman trimakadih
1627,@suhudannasution5090,2023-09-13T09:16:52Z,"Wajahnya semua seperti kadroon yah matanya sipit sebagian Melayu dungu, haaa memang orang Yaman orang arab ini para habib habib. Ini nakal hik hik kalian pendatang meracuni anak bangsa, gak kayak keturunan China. Semua pada baik baik santun toleransi membawa kedamaian, ,",wajah kadroon yah mata sipit melayu dungu haaa yaman arab habib habib nakal hik hik datang racun anak bangsa gak kayak turun china santun toleransi bawa damai
378,@ramsesramses5436,2023-09-13T02:23:26Z,Asal jgn sampai di suap petugas&quot; nya di media di pertontonkan pengelesainya tdk ada karna aparat sekarang ini serba uang yg nyatur dan sambo aja sampai sekrng kita tdk jdi di hukum mati karna kroni&quot; dari apat nya sudah dpt aset masing&quot;,jangan suap tugas media tonton kelesa tidak karena aparat serba uang nyatur sambo aja sekrng tidak jadi hukum mati karena kroni apat dpt aset
1971,@user-gq1fk6mf2q,2023-09-20T11:58:30Z,Perusak generasi bangsa itu setelah di sita Aset para pengedar Narkoba ini hukum mati semuanya biar tak ada lagi bandar bandar besar ini,usak generasi bangsa sita aset peedar narkoba hukum mati biar bandar bandar
1321,@tiahtiah213,2023-09-17T04:47:05Z,"Hebat ipolisi bisa membasmi bandar2 narkoba, itu polisi hebat, saya doakan semaga klga nya d lindungi sama allah, asal jngan polisi matiin tukang bangunan itu mana  diam d kontrakan, maen hakim sendiri ajah, itu mah sembln polisi pasti kena azab, blm tentu tukang bangunan bersalah, lihat gembong, narkoba mah pada mewah, perut nya sagede2 gentong",hebat polisi basmi bandar narkoba polisi hebat doa semaga klga lindung jngan polisi matiin tukang bangun diam kontra maen hakim ajah mah sembln polisi azab blm tukang bangun salah gembong narkoba mah mewah perut sagede gentong
2330,@ekoyanto7222,2023-09-19T08:14:00Z,"Sindikat narkoba itu membahayakan generasi muda, klau tertangkap gembongnya d exsekusi aj, kayak Fredy Budiman jg orang&quot; asing yg telah d exsekusi, lebih baik korban para gembong&quot; narkoba, dari pada korban rakyat",sindikat narkoba bahaya generasi muda tangkap gembong eksekusi kayak fredy budiman juga asing eksekusi korban gembong narkoba korban rakyat
364,@RLubis01,2023-09-15T14:34:15Z,W heran sama pengedar narkoba uang udah banyak tapi masih jual narkoba???..padalan uang nya banyak tinggal menikmattin hidup dengan enak tapi masih jual narkoba aja...aneh tapi nyata,heran peedar narkoba uang sudah jual narkoba padalan uang tinggal menikmattin hidup jual narkoba aja aneh
114,@ambarawa1cell69,2023-09-13T06:51:05Z,Harus hukuman mati bandar narkoba dan koropsi penyakit masyarakat harus di brantas sampai ke akar akarnya demi kemajuan negara,hukum mati bandar narkoba koropsi sakit masyarakat berantas akar akar maju negara
2555,@mochammadyunus4686,2023-09-22T02:53:41Z,"Susah payah bongkar gembong narkoba di uangkan Rp 10 triliun,hukuman mati  termasuk anak buah",susah payah bongkar gembong narkoba uang triliun hukum mati anak buah
1401,@ditichan,2023-09-13T00:58:11Z,"Menurut gue biasa aja kali ! <br>Yg hebat itu , kalau kasus sudah besar begini pelaku dan otaknya DIHUKUM MATI ! Itu baru hebat 😅<br><br>di negeri konoha gini , SUDAH BIASA memunculkan kasus HEBOH supaya narasinya menyimpulkan POLRI HEBAT euyy  , JOKOWI HEBAT deh😀<br><br>Nyatanya paling si FREDDY ntar kayak SAMBO bakal bebas berkeliaran lagi .<br><br>Lihat aja si SAMBO sudah jelas2 vonis MATI … nyatanya sampai sekarang masih bebas hidup . <br>Jadi hukum di negeri ini ga ada yg  hebat selama pemimpinnya cuma  bisa  menjadi boneka  .<br><br>Gak Usah lah mencoba menarik simpatik rakyat seolah POLRI hebat JOKOWI HEBAT , selama pelaku dan otak pelaku Kasus kasus NARKOBA dan si SAMBO belum dieksekusi  MATI , maka selama itu pula kalian cuma sedang bersandiwara menarik simpati rakyat 😅😅<br>Apalagi ini jelang PILPRES , seolah kepemimpinan JOKOWI menuai prestasi terbesar dlm sejarah  😅",saya aja hebat laku otak hukum mati hebat negeri konoha gin muncul heboh narasi simpul polri hebat euyy jokowi hebat deh freddy ntar kayak sambo bebas liar aja sambo jelas vonis mati bebas hidup hukum negeri tidak hebat pimpin boneka gak coba tarik simpatik rakyat polri hebat jokowi hebat laku otak laku narkoba sambo eksekusi mati sandiwara tarik simpati rakyat jelang pilpres pimpin jokowi tuai prestasi besar dalam sejarah
1347,@AnwarAnwar-tj3cx,2023-09-13T02:41:14Z,MAS GANJAR MUNGKIN  MASIH  ADA FILM PORNO BARANGKALI   MASIH ADA TOLONG DONG  DI PUTAR  KAMI RAKYAT KECIL INGIN NONTON  BER SAMA SAMA MAS GANJAR  BARAGKALI SERU. KALAU NONTON SAMA MAS  GANJAR,mas ganjar film porno barangkali tolong putar rakyat nonton ber mas ganjar baragkali seru nonton mas ganjar
1555,@abelabeljie9646,2023-09-12T22:51:52Z,giliran rakyat aja gercep banget tp klo polri yg melanggar prosesnya sangat lama.dan bahkan gak tercium klo gak ada anak buahnya yg ketangkap duluan atau dr laporan masyarakat.,gilir rakyat aja gercep banget tapi polri langgar proses gak cium gak anak buah tangkap duluan lapor masyarakat
1919,@user-fc6gh2nc5k,2023-09-25T09:55:01Z,"Keberhasilan Polisi menangkap Narkoba  terbesar di Indonesia adalah keberhasilan Negara, untuk mengamankan generasi muda dari bahaya narkoba, saat ini polisi di angkat Jempol, kemudian Polisi ada di Kecamatan, dan sekarang nakoba sudah menyebar sampai tingkat kecamatan.HATI2.",hasil polisi tangkap narkoba besar indonesia hasil negara aman generasi muda bahaya narkoba polisi angkat jempol polisi camat nakoba sebar tingkat camat hati
1270,@energy9414,2023-09-15T16:21:00Z,angkat berita wah dan dibesar2kan disaat rakyat di rempang_batang tertindas ... dan di usir dr tanah leluhurx.<br>sllu bgtu,angkat berita saat rakyat rempangbatang tindas usir tanah leluhurx sllu begitu
588,@achmadridho9456,2023-09-12T23:01:36Z,saya acungi jempol setinggi bintang dilangit tiada banding terima kasih kepolisian R I menyelamatkn generasi muda kita,acung jempol bintang langit tiada banding terima kasih polisi menyelamatkn generasi muda
1985,@MonoAee-ps3ir,2023-09-15T09:49:15Z,"Lebih bagus, TNI,,dilibatkan dlm pengawasan pd barang yg di sita krn di kuatirkan ada imdikasi penyelewengan seperti yg terjadi pd seorang jemdral berbintang dua Bpk Tedy Minahasa meskipun brg2 yg disita berupa aset laham dan tanah,.maaf bkn menuduh sekedar masukan krn semua ini  demi kebersihan dan keberhadilan di tubuh KORP KEPOLISIAN,,",bagus tni libat dalam awas barang sita karena kuatirkan imdikasi seleweng jemdral bintang bpk tedy minahasa brg sita aset laham tanah maaf bkn tuduh dar masuk karena bersih keberhadilan tubuh korp polisi
